Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SeqList/xmonad/1,9.522625775359728e-3,9.505428008410225e-3,9.53054372077789e-3,3.05963298668491e-5,1.683934748166095e-5,5.40566578685887e-5
SeqList/xmonad/13,0.1333105086012178,0.13168544659233053,0.13395159593325973,1.5165675958899426e-3,5.583849610553348e-4,2.31557761862295e-3
SeqList/xmonad/26,0.28805423335482677,0.2871194982280334,0.28881874686727926,1.156795731964435e-3,7.152746911624568e-4,1.7574705396012067e-3
SeqList/xmonad/40,0.45643792386787635,0.4493164186133072,0.4606221197949102,7.021019834021291e-3,2.8795612554775724e-3,9.662986579260461e-3
SeqList/xmonad/53,0.6048950632684864,0.5994279170408845,0.6074522407143377,4.110157013163192e-3,1.3450958067551255e-3,5.474285247692557e-3
SeqList/xmonad/66,0.7573676833805317,0.751791758928448,0.7629436078326155,6.809746759280977e-3,3.8457432140906467e-3,8.436364173787564e-3
SeqList/xmonad/79,0.9189946726546623,0.9122960336389951,0.9255452591460198,7.571050541849353e-3,6.537778652273118e-3,7.891089188641565e-3
SeqList/xmonad/93,1.1289453779463656,1.0924970472697169,1.172845032357145,4.9754802227810015e-2,1.8827849386891773e-2,6.534596472381086e-2
SeqList/xmonad/106,1.2922003049170598,1.2458591302856803,1.3638932140311226,6.856659113295914e-2,1.8338493537157774e-2,9.086268003197595e-2
SeqList/xmonad/119,1.4503677013562992,1.4103085607057437,1.5032960146199912,5.6077086585885665e-2,1.6971101517072505e-2,7.554152103534066e-2
SeqList/primitive/1,1.779454888737615e-2,1.7583451760867633e-2,1.8330456142591486e-2,7.424888625432709e-4,3.8141975692122907e-5,1.3880906917389424e-3
SeqList/primitive/10,0.19763729396638355,0.1935303829377517,0.2037872217543837,7.098094752733807e-3,3.0321822688033845e-3,1.061273354929752e-2
SeqList/primitive/19,0.39600393967702985,0.38485687179490924,0.4103203339036554,1.4584959538182386e-2,5.382823353469828e-3,1.9940506596663524e-2
SeqList/primitive/29,0.6069805567191603,0.6052720274310559,0.6085987889285509,1.9097964440471396e-3,1.434297821492052e-3,2.2316951631764447e-3
SeqList/primitive/38,0.8105765712874321,0.7993070204975083,0.832179466902744,2.1257276483410175e-2,1.804435160011053e-4,2.5049054310088276e-2
SeqList/primitive/48,1.013532108743675,1.0061623672954738,1.0278367238352075,1.4168097917731473e-2,3.137895049463435e-4,1.670589933096137e-2
SeqList/primitive/57,1.2728345980867743,1.2242602119222283,1.3238436233950779,6.259299908780463e-2,2.8437614208087325e-2,7.9340811274986e-2
SeqList/primitive/67,1.4672855130047537,1.4262054804712534,1.5219857054180466,5.9873607413869497e-2,2.638634294271469e-3,7.474726235482566e-2
SeqList/primitive/76,1.6773734722131242,1.6306563778004297,1.756204646662809,7.547136343259396e-2,1.0940375970676541e-2,9.525565011629346e-2
SeqList/primitive/86,1.9319398353303163,1.877489040256478,1.9979999536299147,7.458923625251918e-2,2.6418866452853053e-2,9.932985832102575e-2
SeqList/bst/1,3.03695575145559e-3,2.9938160962876105e-3,3.103857363811093e-3,1.7469543620982124e-4,1.1891841371561037e-4,2.2067461934565107e-4
SeqList/bst/9,2.703688605323302e-2,2.694775190207321e-2,2.7162074684776428e-2,2.1885512265296304e-4,1.706204642614257e-4,2.673137495025781e-4
SeqList/bst/18,5.3556336825741305e-2,5.34168753205232e-2,5.3661850621521255e-2,2.1563059711579536e-4,1.3135353771758675e-4,3.337260789736474e-4
SeqList/bst/26,8.099880858904697e-2,7.98072629634084e-2,8.427192968619426e-2,3.059360932095767e-3,7.086251585892152e-4,5.139748545748113e-3
SeqList/bst/35,0.10954809162025672,0.10767112497705966,0.11058778264850844,2.1557525123025736e-3,1.4339027859071461e-3,2.8837554259864657e-3
SeqList/bst/44,0.13813269108305778,0.1355859856564729,0.13944794308381522,2.7576415793181363e-3,9.31701987708231e-4,4.187117582001461e-3
SeqList/bst/53,0.16984467241171822,0.16619930853180231,0.17156880912149236,3.5251681861307367e-3,1.4761284522010715e-3,5.165615954309727e-3
SeqList/bst/61,0.19591680561295813,0.19330354692000482,0.19741923561733632,2.6039016339718456e-3,1.5276754738945406e-3,3.650555581538989e-3
SeqList/bst/70,0.22932134933717963,0.22357438768570623,0.23140617653261872,4.624219324550257e-3,2.7630126459235026e-4,6.399222520137625e-3
SeqList/bst/79,0.2578736639302224,0.2553523641079664,0.2595809733401984,2.7001869424112886e-3,1.4256943396310934e-3,4.098721616341181e-3
SeqMap/xmonad/1,9.577601083401834e-3,9.558424527281067e-3,9.586457464765172e-3,3.559301110697647e-5,1.824855320383281e-5,6.59523765257369e-5
SeqMap/xmonad/13,0.1331906665619629,0.132438438002386,0.1339428951215398,1.169188746710414e-3,7.775913341857211e-4,1.7243317893965151e-3
SeqMap/xmonad/26,0.2850144571997225,0.28459602285176516,0.28572152834385633,7.455494889521934e-4,7.459877929518821e-5,1.0736859416656244e-3
SeqMap/xmonad/40,0.4491318110182571,0.447173532564193,0.4506838215747848,2.025814499266966e-3,8.475254622740415e-4,2.736689388111637e-3
SeqMap/xmonad/53,0.6001848055166192,0.5931269453139976,0.6037770431721583,6.670410249017969e-3,9.746835593441635e-5,8.198449153739943e-3
SeqMap/xmonad/66,0.7417920648003928,0.7316433312371373,0.7458305053296499,7.211810259441637e-3,1.0884275365755126e-3,9.326378906691432e-3
SeqMap/xmonad/79,0.9107131078102005,0.9027029337982337,0.9229518350330181,1.2643907401635296e-2,4.938891467948736e-3,1.74885916506083e-2
SeqMap/xmonad/93,1.1238886697101407,1.0724843472708017,1.1715100490255281,5.703446486194016e-2,3.856183291636167e-2,6.913005097694222e-2
SeqMap/xmonad/106,1.2560623447643593,1.2192088745068759,1.319451192044653,6.0178660064821886e-2,5.933465427750813e-3,7.61618687956707e-2
SeqMap/xmonad/119,1.3988347022677772,1.3684040608350188,1.4544874762068503,5.423254331713065e-2,3.2667710911482573e-3,6.650441375355355e-2
SeqMap/primitive/1,1.7905430360569914e-2,1.7695296408056657e-2,1.8447860273037135e-2,7.163856941586618e-4,6.351918147011221e-5,1.3076018649616557e-3
SeqMap/primitive/10,0.1896121994488769,0.18830182418848077,0.19037537928670645,1.3338549364267304e-3,4.230957714371204e-4,1.9973400053279163e-3
SeqMap/primitive/19,0.3922784421010874,0.38960843649692833,0.3937885697814636,2.6320017210291102e-3,3.0548178130670404e-5,3.487490491103552e-3
SeqMap/primitive/29,0.6129411495639943,0.6083250157535076,0.6166017511859536,4.9770139822821755e-3,2.550523611716926e-3,6.371433906578685e-3
SeqMap/primitive/38,0.814185298824062,0.7866660361178219,0.8682046531078716,5.353835294952936e-2,4.8454198986291885e-4,6.265592792269557e-2
SeqMap/primitive/48,0.996788058973228,0.984073528709511,1.0200623495038599,2.2829352643199127e-2,4.5371769247176674e-4,2.890923218903477e-2
SeqMap/primitive/57,1.2230647247827922,1.1892260563327,1.280704245553352,5.661206732130645e-2,1.1209859933022162e-3,7.041994289536392e-2
SeqMap/primitive/67,1.4262741904240102,1.3976702275685966,1.4784683648031205,5.1053100238226776e-2,1.820214157069934e-3,6.423780846078235e-2
SeqMap/primitive/76,1.6260260153212585,1.5888264628592879,1.676570497395005,5.304960738942437e-2,1.2889215722680092e-2,7.10255021763443e-2
SeqMap/primitive/86,1.841690236935392,1.799139264272526,1.9225272701587528,8.034637184082374e-2,2.843274734914303e-3,9.498413121757897e-2
SeqMap/bst/1,2.9836348288350806e-3,2.9816978977932718e-3,2.985778386414863e-3,6.4847771387881455e-6,5.342270272462955e-6,8.005112409273335e-6
SeqMap/bst/9,2.715882490395799e-2,2.7110100727117687e-2,2.7250785819221943e-2,1.4016616964882903e-4,8.413120134983394e-5,2.0444469353419e-4
SeqMap/bst/18,5.399820456187116e-2,5.393205730792029e-2,5.406385717627142e-2,1.267605663894993e-4,1.0002270268937479e-4,1.771768490510442e-4
SeqMap/bst/26,8.0151303236868e-2,7.952998111852341e-2,8.051955820693235e-2,8.127209792634917e-4,4.2205479668926664e-4,1.3775818505622503e-3
SeqMap/bst/35,0.11048582453458082,0.1088243990088813,0.11127054496457622,1.7101949986736207e-3,8.346869936879535e-4,2.5116882865406803e-3
SeqMap/bst/44,0.1388919103415493,0.13758338608645967,0.1398027718979485,1.5285397141331083e-3,9.685004678177089e-4,2.1021159778426162e-3
SeqMap/bst/53,0.17018966111988082,0.16699167420378044,0.17199542732199743,3.4149909511846854e-3,1.9310266711573352e-3,4.796102114764735e-3
SeqMap/bst/61,0.20082288040883012,0.19788533484873672,0.2088446840126481,6.428740687843507e-3,9.246288437018005e-4,9.236648416078347e-3
SeqMap/bst/70,0.23090986311953102,0.22640582512960664,0.23254143606560926,3.7857598678502358e-3,2.662398959994419e-4,5.293708475252376e-3
SeqMap/bst/79,0.2591095027048141,0.2567038830369711,0.2612782156094909,3.048547839447168e-3,2.1305705254341806e-3,3.5817027823221766e-3
SeqSeq/xmonad/1,9.790480210172231e-3,9.775131756098888e-3,9.821122535427284e-3,5.817609891461571e-5,3.492695395754402e-5,9.498428831244095e-5
SeqSeq/xmonad/13,0.13564445134183015,0.1348520616873256,0.1368922024819767,1.6034940301787198e-3,7.68250891768718e-4,2.4724136120828407e-3
SeqSeq/xmonad/26,0.28818038504570725,0.28732507944107055,0.2887934429012239,8.971304693437098e-4,4.535099102958049e-4,1.230315075593081e-3
SeqSeq/xmonad/40,0.4574524304868343,0.45559624943416566,0.459131116202722,2.1629315218694603e-3,1.8161363724207595e-3,2.3621264601654166e-3
SeqSeq/xmonad/53,0.6043623739775891,0.6023312989855185,0.6055852603943397,2.0340102929484235e-3,8.293956828613891e-4,2.8241352075972764e-3
SeqSeq/xmonad/66,0.7531110942169713,0.7505725094815716,0.7545224137526626,2.448835665971809e-3,6.559953893767348e-4,3.2593028553757784e-3
SeqSeq/xmonad/79,0.9585037340099614,0.9201978612691164,1.0255876262672246,6.461424678916916e-2,3.888949751853943e-3,7.970709269213544e-2
SeqSeq/xmonad/93,1.1323560765983227,1.0905084714759141,1.1742036817207313,5.086640130651366e-2,2.239007394740393e-2,6.0457323045700506e-2
SeqSeq/xmonad/106,1.2464867895857121,1.2135876711690798,1.3050430153962225,5.610321241985964e-2,2.5019106299927207e-3,6.905938424456806e-2
SeqSeq/xmonad/119,1.4939870884409174,1.4474979222286493,1.5713441929547116,7.405163511786263e-2,1.0980583727359772e-2,9.533690365576448e-2
SeqSeq/primitive/1,1.8495840527702395e-2,1.8136729446769664e-2,1.9262264443505667e-2,1.1459287860397115e-3,6.173104613536043e-4,1.573738316407595e-3
SeqSeq/primitive/10,0.20648928246098674,0.19683954352512956,0.2200768800814533,1.5563817128386127e-2,8.764258240596323e-3,2.054109519791497e-2
SeqSeq/primitive/19,0.404033327785631,0.3872711625881493,0.43319549853913486,2.808892191107832e-2,2.9440076578549634e-3,3.514557809830601e-2
SeqSeq/primitive/29,0.6105851597385481,0.6051484614145011,0.6148938265396282,5.691148853119931e-3,4.269724628134938e-3,6.8397477164615274e-3
SeqSeq/primitive/38,0.8484417570871301,0.809197875787504,0.9090742685366422,5.8800672665001066e-2,1.661987428087741e-2,7.960788250400005e-2
SeqSeq/primitive/48,1.0136741347572145,1.0007761053275317,1.031027783814352,1.6578046015480408e-2,3.981677048938252e-4,2.0237351761568097e-2
SeqSeq/primitive/57,1.2940382326681477,1.2158916341140866,1.3694247860112227,9.798095370058853e-2,4.634674099118763e-2,0.12058118068896174
SeqSeq/primitive/67,1.4695699591538869,1.4280175524763763,1.5246432449785061,5.7963639051541754e-2,1.5436941757798195e-2,7.813612776429145e-2
SeqSeq/primitive/76,1.6362138446808483,1.6013629961137972,1.6935577691765502,5.454665180176915e-2,3.176268811027172e-3,6.804888014103136e-2
SeqSeq/primitive/86,1.8706090801861137,1.8292435246985406,1.942805489874445,6.971299813186502e-2,7.4929330442835285e-3,8.80367253394315e-2
