Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SeqList/bst/1,1.7498139127513618e-4,1.7088417718166794e-4,1.8101981788486046e-4,1.600295798196913e-5,1.1976766657136538e-5,1.923289114854105e-5
SeqList/bst/9,2.968398246003127e-3,2.927331636786505e-3,3.0111079651329764e-3,1.4219263746049877e-4,1.290307164011997e-4,1.527009869842365e-4
SeqList/bst/18,7.222390586838527e-3,7.195142154851969e-3,7.2512779545442765e-3,8.045826567829833e-5,6.915918454729863e-5,8.962138629860433e-5
SeqList/bst/26,1.1458892098358642e-2,1.1394309102026672e-2,1.1573479184654064e-2,2.3014551176487515e-4,1.4871127884935763e-4,3.1485738689884796e-4
SeqList/bst/35,2.2174097231317604e-2,2.2103156117359173e-2,2.2249933138413037e-2,1.7498676881264966e-4,1.5015225803130395e-4,2.3393252339463092e-4
SeqList/bst/44,3.122674728999601e-2,3.086326282091411e-2,3.182011488198088e-2,1.0565312858303471e-3,6.271798549024552e-4,1.38449216330036e-3
SeqList/bst/53,4.566071919370877e-2,4.544590153772767e-2,4.589961167831975e-2,4.7372200428847863e-4,3.9153414430121564e-4,6.206534712961791e-4
SeqList/bst/61,5.479587906413752e-2,5.465269790240147e-2,5.495131030247771e-2,2.7032411548998765e-4,1.6284279042099784e-4,4.584581501524879e-4
SeqList/bst/70,6.325499409828299e-2,6.292418994146348e-2,6.352580231614412e-2,5.342344968746527e-4,4.804010917724381e-4,6.137716560043043e-4
SeqList/bst/79,7.532600341305794e-2,7.4206281696397e-2,7.609291755890643e-2,1.6290748825115962e-3,9.080580891695964e-4,2.316111127839047e-3
SeqMap/xmonad/1,2.2532240424910597e-4,2.1684076749172736e-4,2.347247986452626e-4,3.1881636275096875e-5,2.6774454886533902e-5,3.488613248437889e-5
SeqMap/xmonad/13,1.1117084527443057e-2,1.0965774641990519e-2,1.1573645939385714e-2,5.889982450853961e-4,8.823664923696443e-5,1.1381873038490153e-3
SeqMap/xmonad/26,4.0167102254128915e-2,3.827304347848848e-2,4.22006242503119e-2,3.8665874878262593e-3,3.685564301118635e-3,4.246156351735515e-3
SeqMap/xmonad/40,7.078636630916758e-2,7.065026159706132e-2,7.092374382821519e-2,2.3721930841841572e-4,1.8844571798902883e-4,3.115451207010757e-4
SeqMap/xmonad/53,0.11960217124308525,0.11324538570936836,0.12432096372261488,8.883901435062012e-3,6.1049180441027666e-3,9.638476365680841e-3
SeqMap/xmonad/66,0.1565744122233698,0.1562321738406484,0.1569018203185453,5.007702004945175e-4,3.2859765341565554e-4,7.104678527304458e-4
SeqMap/xmonad/79,0.21806073405314239,0.208245106243218,0.22640159404060492,1.308322538463925e-2,1.0337671734196644e-2,1.4310017297247762e-2
SeqMap/xmonad/93,0.26519551320311924,0.2631617404986173,0.27082120172679425,4.272092704891157e-3,3.751022962686021e-4,5.466304140739713e-3
SeqMap/xmonad/106,0.32480001146905124,0.32097355532459915,0.3278380548581481,3.8126418966974436e-3,2.462984844691847e-3,4.558817172321363e-3
SeqMap/xmonad/119,0.3839258433824095,0.3817787380733838,0.3880168173345737,4.030572140267584e-3,1.287780955624351e-4,4.829749217015392e-3
SeqMap/primitive/1,4.3002591218330215e-4,4.207059010152742e-4,4.4705076241977857e-4,4.0572711094449034e-5,2.4797407873307438e-5,5.587623238983377e-5
