Base/xmonad/93,0.13904761371873714,0.1373781388217053,0.14186824668746945,3.2626462947191698e-3,1.4124240772092518e-3,4.559605970625752e-3
Base/xmonad/106,0.15717836508097424,0.1546224137692618,0.15984014107643382,3.6283078496121787e-3,2.7476206979714104e-3,4.725560042711927e-3
Base/xmonad/119,0.18520562480783456,0.18412357951553227,0.18686271531191276,1.8400414322043322e-3,9.297605667004764e-4,2.9191586075272722e-3
ParMerge2/xmonad/1,2.9846688176222394e-4,2.963036756525919e-4,3.04901639524097e-4,1.157657678371089e-5,6.549843146846255e-6,2.13754947852045e-5
ParMerge2/xmonad/13,5.919465188296841e-2,5.813476646094617e-2,6.074088714602921e-2,2.520694070614858e-3,1.5724243744228972e-3,3.890011700961401e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Base/xmonad/1,2.8165885129914755e-4,2.798399828552775e-4,2.852475038178232e-4,8.592999794465818e-6,4.677382800687951e-6,1.433618779218953e-5
Base/xmonad/13,1.459014006332377e-2,1.4314509483451735e-2,1.4952557126328763e-2,7.3195636381074e-4,5.381284223638876e-4,1.0020002450519363e-3
Base/xmonad/26,3.44350745993563e-2,3.405079187517548e-2,3.477798243291198e-2,7.889151648311443e-4,6.165653528114529e-4,1.017326705331432e-3
Base/xmonad/40,5.610008017508979e-2,5.5496623002719875e-2,5.7047520476221004e-2,1.3653972874059187e-3,8.911246750283614e-4,2.010691910504718e-3
Base/xmonad/53,7.375775810123968e-2,7.304611971731835e-2,7.473410569058835e-2,1.4702086670807747e-3,1.1256752177475366e-3,1.877473724821757e-3
Base/xmonad/66,9.493720214331354e-2,9.32156051129722e-2,9.688656029920148e-2,2.9402682536343546e-3,2.0583929753166166e-3,4.238310728127229e-3
Base/xmonad/79,0.11607649593887517,0.11539051587650365,0.11740068713703901,1.3994582768572848e-3,6.766890512087067e-4,1.7927254465567163e-3
Base/xmonad/93,0.1402000774210799,0.13643093295225603,0.14292678936909478,4.386640458004708e-3,2.379635539237512e-3,6.708334264143054e-3
Base/xmonad/106,0.1644881303057019,0.15852556735318554,0.17045069325821818,8.630200021544299e-3,5.814360965411339e-3,1.2125403047461248e-2
Base/xmonad/119,0.1849601234196194,0.18274191295798423,0.18743562921218757,3.312837434338786e-3,2.297648016173549e-3,4.141639317210026e-3
ParMerge2/xmonad/1,3.0060889267777e-4,2.980055322976272e-4,3.0518417236726923e-4,1.1056433070585119e-5,7.308190174207451e-6,1.7636360152997952e-5
ParMerge2/xmonad/13,6.412592503038586e-2,6.114076375999363e-2,7.110300112350884e-2,7.860981786544197e-3,3.57497945681743e-3,1.3214106551937428e-2
ParMerge2/xmonad/26,0.23494263211052588,0.23214144538825265,0.23778819869423587,4.068544196026239e-3,3.461271362881064e-3,4.8542300795041265e-3
ParMerge2/xmonad/40,0.6914510342294307,0.6758991730621347,0.704930717375646,1.6109073084650025e-2,1.3425590961047887e-2,1.8211081114166767e-2
ParMerge2/xmonad/53,1.3350579169159573,1.276244519998727,1.3593455991663177,4.261708634862375e-2,1.4381628158554316e-2,5.608999954095064e-2
ParMerge2/xmonad/66,2.21321740204318,2.130706731000828,2.2792398576257256,9.142834611986914e-2,5.074855900238617e-2,0.11434085418728203
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Base/xmonad/1,2.864190204766674e-4,2.8363825947703687e-4,2.9120181577201254e-4,1.2400381189616032e-5,7.681614061463371e-6,1.767038055469348e-5
Base/xmonad/13,1.420134629710401e-2,1.404673697174304e-2,1.4421093945385691e-2,4.690668930139877e-4,3.7533003452316455e-4,6.04831673914606e-4
Base/xmonad/26,3.482735603025041e-2,3.450110026132553e-2,3.533474389229482e-2,8.647384062071702e-4,5.046460102784825e-4,1.4153366712018796e-3
Base/xmonad/40,5.8643519062290005e-2,5.770208499660539e-2,5.963858096180807e-2,1.8543731464716175e-3,1.420313392036257e-3,2.4222300443300614e-3
Base/xmonad/53,7.43882015910397e-2,7.349860362458059e-2,7.56961835034889e-2,1.9892659442776513e-3,1.435818604399559e-3,2.8107688155142832e-3
Base/xmonad/66,9.821365120125648e-2,9.635348325602626e-2,9.988870876556882e-2,2.887824563292515e-3,2.060940529800242e-3,3.992956087938834e-3
Base/xmonad/79,0.11589918892962141,0.1148867026464597,0.11791779838856764,2.0486610742996023e-3,9.670724403913567e-4,3.062772708844141e-3
Base/xmonad/93,0.1407581846441601,0.13578507637953408,0.1461193023517613,8.475401443834e-3,6.400664510287667e-3,1.1468179121870625e-2
Base/xmonad/106,0.15942699927631246,0.15782288171491624,0.16034525647098366,1.7470972673887936e-3,7.547493978167887e-4,2.7234660667502645e-3
Base/xmonad/119,0.18530383092258693,0.18395201387180957,0.18778136608978255,2.7704483921453787e-3,6.927183037891468e-4,4.122816203293061e-3
ParMerge2/xmonad/1,2.947525546415522e-4,2.908387189447747e-4,2.994328745118239e-4,1.4471222895009281e-5,1.0241840628291483e-5,1.971503877198634e-5
ParMerge2/xmonad/13,6.009173761651481e-2,5.911790637735124e-2,6.20684265943257e-2,2.5209272464615817e-3,1.2794585491690896e-3,4.347511936197427e-3
ParMerge2/xmonad/26,0.23687955511927106,0.23433450386865942,0.24063501071723295,4.182535754711047e-3,2.029298318054324e-3,5.8331608267810486e-3
ParMerge2/xmonad/40,0.6853629122491233,0.6724540882496512,0.6957882589977089,1.3105876816304079e-2,5.967048999082181e-3,1.718615231498893e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Base/xmonad/1,2.92894971927847e-4,2.9006299241375816e-4,2.9825874984618897e-4,1.353946585965269e-5,8.400246147688155e-6,1.9737488670103956e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
ParMerge2/xmonad/1,2.908757734502333e-4,2.872861100343673e-4,2.9580749725862873e-4,1.4343461255167943e-5,1.0624913640455231e-5,1.9084210592478073e-5
ParMerge2/xmonad/13,0.11924232983113554,0.11877717701262706,0.12011823450603472,9.359059999907595e-4,4.303785042901856e-4,1.4099476803382807e-3
ParMerge2/xmonad/26,0.42612680699964284,0.4114322195000568,0.43224660087404726,1.043808160715763e-2,3.038542248759768e-3,1.4133058563089664e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
ParMerge2/xmonad/1,2.9422822391340865e-4,2.913747929496499e-4,3.0025326051715874e-4,1.2957156511881336e-5,6.9119565021228105e-6,1.962292781997406e-5
ParMerge2/xmonad/13,6.452983842808466e-2,6.35108903080514e-2,6.582421673414544e-2,2.1365862725584014e-3,1.6272226022619896e-3,2.8604312431828047e-3
ParMerge2/xmonad/26,0.21513445598355044,0.2146197464167522,0.21568185250028668,7.163569209618077e-4,4.780269254881157e-4,1.013845093633374e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
